Date,Year,Quarter,MonthName,MonthNo,Day of Month,Day Name,Day of Week No
2011-04-11 00:00:00,2011,2,April,4,11,Mon,1
2011-04-12 00:00:00,2011,2,April,4,12,Tue,2
2011-04-13 00:00:00,2011,2,April,4,13,Wed,3
2011-04-14 00:00:00,2011,2,April,4,14,Thu,4
2011-04-15 00:00:00,2011,2,April,4,15,Fri,5
2011-04-16 00:00:00,2011,2,April,4,16,Sat,6
2011-04-17 00:00:00,2011,2,April,4,17,Sun,7
2011-04-18 00:00:00,2011,2,April,4,18,Mon,1
2011-04-19 00:00:00,2011,2,April,4,19,Tue,2
2011-04-20 00:00:00,2011,2,April,4,20,Wed,3
2011-04-21 00:00:00,2011,2,April,4,21,Thu,4
2011-04-22 00:00:00,2011,2,April,4,22,Fri,5
2011-04-23 00:00:00,2011,2,April,4,23,Sat,6
2011-04-24 00:00:00,2011,2,April,4,24,Sun,7
2011-04-25 00:00:00,2011,2,April,4,25,Mon,1
2011-04-26 00:00:00,2011,2,April,4,26,Tue,2
2011-04-27 00:00:00,2011,2,April,4,27,Wed,3
2011-04-28 00:00:00,2011,2,April,4,28,Thu,4
2011-04-29 00:00:00,2011,2,April,4,29,Fri,5
2011-04-30 00:00:00,2011,2,April,4,30,Sat,6
2011-05-01 00:00:00,2011,2,May,5,1,Sun,7
2011-05-02 00:00:00,2011,2,May,5,2,Mon,1
2011-05-03 00:00:00,2011,2,May,5,3,Tue,2
2011-05-04 00:00:00,2011,2,May,5,4,Wed,3
2011-05-05 00:00:00,2011,2,May,5,5,Thu,4
2011-05-06 00:00:00,2011,2,May,5,6,Fri,5
2011-05-07 00:00:00,2011,2,May,5,7,Sat,6
2011-05-08 00:00:00,2011,2,May,5,8,Sun,7
2011-05-09 00:00:00,2011,2,May,5,9,Mon,1
2011-05-10 00:00:00,2011,2,May,5,10,Tue,2
2011-05-11 00:00:00,2011,2,May,5,11,Wed,3
2011-05-12 00:00:00,2011,2,May,5,12,Thu,4
2011-05-13 00:00:00,2011,2,May,5,13,Fri,5
2011-05-14 00:00:00,2011,2,May,5,14,Sat,6
2011-05-15 00:00:00,2011,2,May,5,15,Sun,7
2011-05-16 00:00:00,2011,2,May,5,16,Mon,1
2011-05-17 00:00:00,2011,2,May,5,17,Tue,2
2011-05-18 00:00:00,2011,2,May,5,18,Wed,3
2011-05-19 00:00:00,2011,2,May,5,19,Thu,4
2011-05-20 00:00:00,2011,2,May,5,20,Fri,5
2011-05-21 00:00:00,2011,2,May,5,21,Sat,6
2011-05-22 00:00:00,2011,2,May,5,22,Sun,7
2011-05-23 00:00:00,2011,2,May,5,23,Mon,1
2011-05-24 00:00:00,2011,2,May,5,24,Tue,2
2011-05-25 00:00:00,2011,2,May,5,25,Wed,3
2011-05-26 00:00:00,2011,2,May,5,26,Thu,4
2011-05-27 00:00:00,2011,2,May,5,27,Fri,5
2011-05-28 00:00:00,2011,2,May,5,28,Sat,6
2011-05-29 00:00:00,2011,2,May,5,29,Sun,7
2011-05-30 00:00:00,2011,2,May,5,30,Mon,1
2011-05-31 00:00:00,2011,2,May,5,31,Tue,2
2011-06-01 00:00:00,2011,2,June,6,1,Wed,3
2011-06-02 00:00:00,2011,2,June,6,2,Thu,4
2011-06-03 00:00:00,2011,2,June,6,3,Fri,5
2011-06-04 00:00:00,2011,2,June,6,4,Sat,6
2011-06-05 00:00:00,2011,2,June,6,5,Sun,7
2011-06-06 00:00:00,2011,2,June,6,6,Mon,1
2011-06-07 00:00:00,2011,2,June,6,7,Tue,2
2011-06-08 00:00:00,2011,2,June,6,8,Wed,3
2011-06-09 00:00:00,2011,2,June,6,9,Thu,4
2011-06-10 00:00:00,2011,2,June,6,10,Fri,5
2011-06-11 00:00:00,2011,2,June,6,11,Sat,6
2011-06-12 00:00:00,2011,2,June,6,12,Sun,7
2011-06-13 00:00:00,2011,2,June,6,13,Mon,1
2011-06-14 00:00:00,2011,2,June,6,14,Tue,2
2011-06-15 00:00:00,2011,2,June,6,15,Wed,3
2011-06-16 00:00:00,2011,2,June,6,16,Thu,4
2011-06-17 00:00:00,2011,2,June,6,17,Fri,5
2011-06-18 00:00:00,2011,2,June,6,18,Sat,6
2011-06-19 00:00:00,2011,2,June,6,19,Sun,7
2011-06-20 00:00:00,2011,2,June,6,20,Mon,1
2011-06-21 00:00:00,2011,2,June,6,21,Tue,2
2011-06-22 00:00:00,2011,2,June,6,22,Wed,3
2011-06-23 00:00:00,2011,2,June,6,23,Thu,4
2011-06-24 00:00:00,2011,2,June,6,24,Fri,5
2011-06-25 00:00:00,2011,2,June,6,25,Sat,6
2011-06-26 00:00:00,2011,2,June,6,26,Sun,7
2011-06-27 00:00:00,2011,2,June,6,27,Mon,1
2011-06-28 00:00:00,2011,2,June,6,28,Tue,2
2011-06-29 00:00:00,2011,2,June,6,29,Wed,3
2011-06-30 00:00:00,2011,2,June,6,30,Thu,4
2011-07-01 00:00:00,2011,3,July,7,1,Fri,5
2011-07-02 00:00:00,2011,3,July,7,2,Sat,6
2011-07-03 00:00:00,2011,3,July,7,3,Sun,7
2011-07-04 00:00:00,2011,3,July,7,4,Mon,1
2011-07-05 00:00:00,2011,3,July,7,5,Tue,2
2011-07-06 00:00:00,2011,3,July,7,6,Wed,3
2011-07-07 00:00:00,2011,3,July,7,7,Thu,4
2011-07-08 00:00:00,2011,3,July,7,8,Fri,5
2011-07-09 00:00:00,2011,3,July,7,9,Sat,6
2011-07-10 00:00:00,2011,3,July,7,10,Sun,7
2011-07-11 00:00:00,2011,3,July,7,11,Mon,1
2011-07-12 00:00:00,2011,3,July,7,12,Tue,2
2011-07-13 00:00:00,2011,3,July,7,13,Wed,3
2011-07-14 00:00:00,2011,3,July,7,14,Thu,4
2011-07-15 00:00:00,2011,3,July,7,15,Fri,5
2011-07-16 00:00:00,2011,3,July,7,16,Sat,6
2011-07-17 00:00:00,2011,3,July,7,17,Sun,7
2011-07-18 00:00:00,2011,3,July,7,18,Mon,1
2011-07-19 00:00:00,2011,3,July,7,19,Tue,2
2011-07-20 00:00:00,2011,3,July,7,20,Wed,3
2011-07-21 00:00:00,2011,3,July,7,21,Thu,4
2011-07-22 00:00:00,2011,3,July,7,22,Fri,5
2011-07-23 00:00:00,2011,3,July,7,23,Sat,6
2011-07-24 00:00:00,2011,3,July,7,24,Sun,7
2011-07-25 00:00:00,2011,3,July,7,25,Mon,1
2011-07-26 00:00:00,2011,3,July,7,26,Tue,2
2011-07-27 00:00:00,2011,3,July,7,27,Wed,3
2011-07-28 00:00:00,2011,3,July,7,28,Thu,4
2011-07-29 00:00:00,2011,3,July,7,29,Fri,5
2011-07-30 00:00:00,2011,3,July,7,30,Sat,6
2011-07-31 00:00:00,2011,3,July,7,31,Sun,7
2011-08-01 00:00:00,2011,3,August,8,1,Mon,1
2011-08-02 00:00:00,2011,3,August,8,2,Tue,2
2011-08-03 00:00:00,2011,3,August,8,3,Wed,3
2011-08-04 00:00:00,2011,3,August,8,4,Thu,4
2011-08-05 00:00:00,2011,3,August,8,5,Fri,5
2011-08-06 00:00:00,2011,3,August,8,6,Sat,6
2011-08-07 00:00:00,2011,3,August,8,7,Sun,7
2011-08-08 00:00:00,2011,3,August,8,8,Mon,1
2011-08-09 00:00:00,2011,3,August,8,9,Tue,2
2011-08-10 00:00:00,2011,3,August,8,10,Wed,3
2011-08-11 00:00:00,2011,3,August,8,11,Thu,4
2011-08-12 00:00:00,2011,3,August,8,12,Fri,5
2011-08-13 00:00:00,2011,3,August,8,13,Sat,6
2011-08-14 00:00:00,2011,3,August,8,14,Sun,7
2011-08-15 00:00:00,2011,3,August,8,15,Mon,1
2011-08-16 00:00:00,2011,3,August,8,16,Tue,2
2011-08-17 00:00:00,2011,3,August,8,17,Wed,3
2011-08-18 00:00:00,2011,3,August,8,18,Thu,4
2011-08-19 00:00:00,2011,3,August,8,19,Fri,5
2011-08-20 00:00:00,2011,3,August,8,20,Sat,6
2011-08-21 00:00:00,2011,3,August,8,21,Sun,7
2011-08-22 00:00:00,2011,3,August,8,22,Mon,1
2011-08-23 00:00:00,2011,3,August,8,23,Tue,2
2011-08-24 00:00:00,2011,3,August,8,24,Wed,3
2011-08-25 00:00:00,2011,3,August,8,25,Thu,4
2011-08-26 00:00:00,2011,3,August,8,26,Fri,5
2011-08-27 00:00:00,2011,3,August,8,27,Sat,6
2011-08-28 00:00:00,2011,3,August,8,28,Sun,7
2011-08-29 00:00:00,2011,3,August,8,29,Mon,1
2011-08-30 00:00:00,2011,3,August,8,30,Tue,2
2011-08-31 00:00:00,2011,3,August,8,31,Wed,3
2011-09-01 00:00:00,2011,3,September,9,1,Thu,4
2011-09-02 00:00:00,2011,3,September,9,2,Fri,5
2011-09-03 00:00:00,2011,3,September,9,3,Sat,6
2011-09-04 00:00:00,2011,3,September,9,4,Sun,7
2011-09-05 00:00:00,2011,3,September,9,5,Mon,1
2011-09-06 00:00:00,2011,3,September,9,6,Tue,2
2011-09-07 00:00:00,2011,3,September,9,7,Wed,3
2011-09-08 00:00:00,2011,3,September,9,8,Thu,4
2011-09-09 00:00:00,2011,3,September,9,9,Fri,5
2011-09-10 00:00:00,2011,3,September,9,10,Sat,6
2011-09-11 00:00:00,2011,3,September,9,11,Sun,7
2011-09-12 00:00:00,2011,3,September,9,12,Mon,1
2011-09-13 00:00:00,2011,3,September,9,13,Tue,2
2011-09-14 00:00:00,2011,3,September,9,14,Wed,3
2011-09-15 00:00:00,2011,3,September,9,15,Thu,4
2011-09-16 00:00:00,2011,3,September,9,16,Fri,5
2011-09-17 00:00:00,2011,3,September,9,17,Sat,6
2011-09-18 00:00:00,2011,3,September,9,18,Sun,7
2011-09-19 00:00:00,2011,3,September,9,19,Mon,1
2011-09-20 00:00:00,2011,3,September,9,20,Tue,2
2011-09-21 00:00:00,2011,3,September,9,21,Wed,3
2011-09-22 00:00:00,2011,3,September,9,22,Thu,4
2011-09-23 00:00:00,2011,3,September,9,23,Fri,5
2011-09-24 00:00:00,2011,3,September,9,24,Sat,6
2011-09-25 00:00:00,2011,3,September,9,25,Sun,7
2011-09-26 00:00:00,2011,3,September,9,26,Mon,1
2011-09-27 00:00:00,2011,3,September,9,27,Tue,2
2011-09-28 00:00:00,2011,3,September,9,28,Wed,3
2011-09-29 00:00:00,2011,3,September,9,29,Thu,4
2011-09-30 00:00:00,2011,3,September,9,30,Fri,5
2011-10-01 00:00:00,2011,4,October,10,1,Sat,6
2011-10-02 00:00:00,2011,4,October,10,2,Sun,7
2011-10-03 00:00:00,2011,4,October,10,3,Mon,1
2011-10-04 00:00:00,2011,4,October,10,4,Tue,2
2011-10-05 00:00:00,2011,4,October,10,5,Wed,3
2011-10-06 00:00:00,2011,4,October,10,6,Thu,4
2011-10-07 00:00:00,2011,4,October,10,7,Fri,5
2011-10-08 00:00:00,2011,4,October,10,8,Sat,6
2011-10-09 00:00:00,2011,4,October,10,9,Sun,7
2011-10-10 00:00:00,2011,4,October,10,10,Mon,1
2011-10-11 00:00:00,2011,4,October,10,11,Tue,2
2011-10-12 00:00:00,2011,4,October,10,12,Wed,3
2011-10-13 00:00:00,2011,4,October,10,13,Thu,4
2011-10-14 00:00:00,2011,4,October,10,14,Fri,5
2011-10-15 00:00:00,2011,4,October,10,15,Sat,6
2011-10-16 00:00:00,2011,4,October,10,16,Sun,7
2011-10-17 00:00:00,2011,4,October,10,17,Mon,1
2011-10-18 00:00:00,2011,4,October,10,18,Tue,2
2011-10-19 00:00:00,2011,4,October,10,19,Wed,3
2011-10-20 00:00:00,2011,4,October,10,20,Thu,4
2011-10-21 00:00:00,2011,4,October,10,21,Fri,5
2011-10-22 00:00:00,2011,4,October,10,22,Sat,6
2011-10-23 00:00:00,2011,4,October,10,23,Sun,7
2011-10-24 00:00:00,2011,4,October,10,24,Mon,1
2011-10-25 00:00:00,2011,4,October,10,25,Tue,2
2011-10-26 00:00:00,2011,4,October,10,26,Wed,3
2011-10-27 00:00:00,2011,4,October,10,27,Thu,4
2011-10-28 00:00:00,2011,4,October,10,28,Fri,5
2011-10-29 00:00:00,2011,4,October,10,29,Sat,6
2011-10-30 00:00:00,2011,4,October,10,30,Sun,7
2011-10-31 00:00:00,2011,4,October,10,31,Mon,1
2011-11-01 00:00:00,2011,4,November,11,1,Tue,2
2011-11-02 00:00:00,2011,4,November,11,2,Wed,3
2011-11-03 00:00:00,2011,4,November,11,3,Thu,4
2011-11-04 00:00:00,2011,4,November,11,4,Fri,5
2011-11-05 00:00:00,2011,4,November,11,5,Sat,6
2011-11-06 00:00:00,2011,4,November,11,6,Sun,7
2011-11-07 00:00:00,2011,4,November,11,7,Mon,1
2011-11-08 00:00:00,2011,4,November,11,8,Tue,2
2011-11-09 00:00:00,2011,4,November,11,9,Wed,3
2011-11-10 00:00:00,2011,4,November,11,10,Thu,4
2011-11-11 00:00:00,2011,4,November,11,11,Fri,5
2011-11-12 00:00:00,2011,4,November,11,12,Sat,6
2011-11-13 00:00:00,2011,4,November,11,13,Sun,7
2011-11-14 00:00:00,2011,4,November,11,14,Mon,1
2011-11-15 00:00:00,2011,4,November,11,15,Tue,2
2011-11-16 00:00:00,2011,4,November,11,16,Wed,3
2011-11-17 00:00:00,2011,4,November,11,17,Thu,4
2011-11-18 00:00:00,2011,4,November,11,18,Fri,5
2011-11-19 00:00:00,2011,4,November,11,19,Sat,6
2011-11-20 00:00:00,2011,4,November,11,20,Sun,7
2011-11-21 00:00:00,2011,4,November,11,21,Mon,1
2011-11-22 00:00:00,2011,4,November,11,22,Tue,2
2011-11-23 00:00:00,2011,4,November,11,23,Wed,3
2011-11-24 00:00:00,2011,4,November,11,24,Thu,4
2011-11-25 00:00:00,2011,4,November,11,25,Fri,5
2011-11-26 00:00:00,2011,4,November,11,26,Sat,6
2011-11-27 00:00:00,2011,4,November,11,27,Sun,7
2011-11-28 00:00:00,2011,4,November,11,28,Mon,1
2011-11-29 00:00:00,2011,4,November,11,29,Tue,2
2011-11-30 00:00:00,2011,4,November,11,30,Wed,3
2011-12-01 00:00:00,2011,4,December,12,1,Thu,4
2011-12-02 00:00:00,2011,4,December,12,2,Fri,5
2011-12-03 00:00:00,2011,4,December,12,3,Sat,6
2011-12-04 00:00:00,2011,4,December,12,4,Sun,7
2011-12-05 00:00:00,2011,4,December,12,5,Mon,1
2011-12-06 00:00:00,2011,4,December,12,6,Tue,2
2011-12-07 00:00:00,2011,4,December,12,7,Wed,3
2011-12-08 00:00:00,2011,4,December,12,8,Thu,4
2011-12-09 00:00:00,2011,4,December,12,9,Fri,5
2011-12-10 00:00:00,2011,4,December,12,10,Sat,6
2011-12-11 00:00:00,2011,4,December,12,11,Sun,7
2011-12-12 00:00:00,2011,4,December,12,12,Mon,1
2011-12-13 00:00:00,2011,4,December,12,13,Tue,2
2011-12-14 00:00:00,2011,4,December,12,14,Wed,3
2011-12-15 00:00:00,2011,4,December,12,15,Thu,4
2011-12-16 00:00:00,2011,4,December,12,16,Fri,5
2011-12-17 00:00:00,2011,4,December,12,17,Sat,6
2011-12-18 00:00:00,2011,4,December,12,18,Sun,7
2011-12-19 00:00:00,2011,4,December,12,19,Mon,1
2011-12-20 00:00:00,2011,4,December,12,20,Tue,2
2011-12-21 00:00:00,2011,4,December,12,21,Wed,3
2011-12-22 00:00:00,2011,4,December,12,22,Thu,4
2011-12-23 00:00:00,2011,4,December,12,23,Fri,5
2011-12-24 00:00:00,2011,4,December,12,24,Sat,6
2011-12-25 00:00:00,2011,4,December,12,25,Sun,7
2011-12-26 00:00:00,2011,4,December,12,26,Mon,1
2011-12-27 00:00:00,2011,4,December,12,27,Tue,2
2011-12-28 00:00:00,2011,4,December,12,28,Wed,3
2011-12-29 00:00:00,2011,4,December,12,29,Thu,4
2011-12-30 00:00:00,2011,4,December,12,30,Fri,5
2011-12-31 00:00:00,2011,4,December,12,31,Sat,6
2012-01-01 00:00:00,2012,1,January,1,1,Sun,7
2012-01-02 00:00:00,2012,1,January,1,2,Mon,1
2012-01-03 00:00:00,2012,1,January,1,3,Tue,2
2012-01-04 00:00:00,2012,1,January,1,4,Wed,3
2012-01-05 00:00:00,2012,1,January,1,5,Thu,4
2012-01-06 00:00:00,2012,1,January,1,6,Fri,5
2012-01-07 00:00:00,2012,1,January,1,7,Sat,6
2012-01-08 00:00:00,2012,1,January,1,8,Sun,7
2012-01-09 00:00:00,2012,1,January,1,9,Mon,1
2012-01-10 00:00:00,2012,1,January,1,10,Tue,2
2012-01-11 00:00:00,2012,1,January,1,11,Wed,3
2012-01-12 00:00:00,2012,1,January,1,12,Thu,4
2012-01-13 00:00:00,2012,1,January,1,13,Fri,5
2012-01-14 00:00:00,2012,1,January,1,14,Sat,6
2012-01-15 00:00:00,2012,1,January,1,15,Sun,7
2012-01-16 00:00:00,2012,1,January,1,16,Mon,1
2012-01-17 00:00:00,2012,1,January,1,17,Tue,2
2012-01-18 00:00:00,2012,1,January,1,18,Wed,3
2012-01-19 00:00:00,2012,1,January,1,19,Thu,4
2012-01-20 00:00:00,2012,1,January,1,20,Fri,5
2012-01-21 00:00:00,2012,1,January,1,21,Sat,6
2012-01-22 00:00:00,2012,1,January,1,22,Sun,7
2012-01-23 00:00:00,2012,1,January,1,23,Mon,1
2012-01-24 00:00:00,2012,1,January,1,24,Tue,2
2012-01-25 00:00:00,2012,1,January,1,25,Wed,3
2012-01-26 00:00:00,2012,1,January,1,26,Thu,4
2012-01-27 00:00:00,2012,1,January,1,27,Fri,5
2012-01-28 00:00:00,2012,1,January,1,28,Sat,6
2012-01-29 00:00:00,2012,1,January,1,29,Sun,7
2012-01-30 00:00:00,2012,1,January,1,30,Mon,1
2012-01-31 00:00:00,2012,1,January,1,31,Tue,2
2012-02-01 00:00:00,2012,1,February,2,1,Wed,3
2012-02-02 00:00:00,2012,1,February,2,2,Thu,4
2012-02-03 00:00:00,2012,1,February,2,3,Fri,5
2012-02-04 00:00:00,2012,1,February,2,4,Sat,6
2012-02-05 00:00:00,2012,1,February,2,5,Sun,7
2012-02-06 00:00:00,2012,1,February,2,6,Mon,1
2012-02-07 00:00:00,2012,1,February,2,7,Tue,2
2012-02-08 00:00:00,2012,1,February,2,8,Wed,3
2012-02-09 00:00:00,2012,1,February,2,9,Thu,4
2012-02-10 00:00:00,2012,1,February,2,10,Fri,5
2012-02-11 00:00:00,2012,1,February,2,11,Sat,6
2012-02-12 00:00:00,2012,1,February,2,12,Sun,7
2012-02-13 00:00:00,2012,1,February,2,13,Mon,1
2012-02-14 00:00:00,2012,1,February,2,14,Tue,2
2012-02-15 00:00:00,2012,1,February,2,15,Wed,3
2012-02-16 00:00:00,2012,1,February,2,16,Thu,4
2012-02-17 00:00:00,2012,1,February,2,17,Fri,5
2012-02-18 00:00:00,2012,1,February,2,18,Sat,6
2012-02-19 00:00:00,2012,1,February,2,19,Sun,7
2012-02-20 00:00:00,2012,1,February,2,20,Mon,1
2012-02-21 00:00:00,2012,1,February,2,21,Tue,2
2012-02-22 00:00:00,2012,1,February,2,22,Wed,3
2012-02-23 00:00:00,2012,1,February,2,23,Thu,4
2012-02-24 00:00:00,2012,1,February,2,24,Fri,5
2012-02-25 00:00:00,2012,1,February,2,25,Sat,6
2012-02-26 00:00:00,2012,1,February,2,26,Sun,7
2012-02-27 00:00:00,2012,1,February,2,27,Mon,1
2012-02-28 00:00:00,2012,1,February,2,28,Tue,2
2012-02-29 00:00:00,2012,1,February,2,29,Wed,3
2012-03-01 00:00:00,2012,1,March,3,1,Thu,4
2012-03-02 00:00:00,2012,1,March,3,2,Fri,5
2012-03-03 00:00:00,2012,1,March,3,3,Sat,6
2012-03-04 00:00:00,2012,1,March,3,4,Sun,7
2012-03-05 00:00:00,2012,1,March,3,5,Mon,1
2012-03-06 00:00:00,2012,1,March,3,6,Tue,2
2012-03-07 00:00:00,2012,1,March,3,7,Wed,3
2012-03-08 00:00:00,2012,1,March,3,8,Thu,4
2012-03-09 00:00:00,2012,1,March,3,9,Fri,5
2012-03-10 00:00:00,2012,1,March,3,10,Sat,6
2012-03-11 00:00:00,2012,1,March,3,11,Sun,7
2012-03-12 00:00:00,2012,1,March,3,12,Mon,1
2012-03-13 00:00:00,2012,1,March,3,13,Tue,2
2012-03-14 00:00:00,2012,1,March,3,14,Wed,3
2012-03-15 00:00:00,2012,1,March,3,15,Thu,4
2012-03-16 00:00:00,2012,1,March,3,16,Fri,5
2012-03-17 00:00:00,2012,1,March,3,17,Sat,6
2012-03-18 00:00:00,2012,1,March,3,18,Sun,7
2012-03-19 00:00:00,2012,1,March,3,19,Mon,1
2012-03-20 00:00:00,2012,1,March,3,20,Tue,2
2012-03-21 00:00:00,2012,1,March,3,21,Wed,3
2012-03-22 00:00:00,2012,1,March,3,22,Thu,4
2012-03-23 00:00:00,2012,1,March,3,23,Fri,5
2012-03-24 00:00:00,2012,1,March,3,24,Sat,6
2012-03-25 00:00:00,2012,1,March,3,25,Sun,7
2012-03-26 00:00:00,2012,1,March,3,26,Mon,1
2012-03-27 00:00:00,2012,1,March,3,27,Tue,2
2012-03-28 00:00:00,2012,1,March,3,28,Wed,3
2012-03-29 00:00:00,2012,1,March,3,29,Thu,4
2012-03-30 00:00:00,2012,1,March,3,30,Fri,5
2012-03-31 00:00:00,2012,1,March,3,31,Sat,6
2012-04-01 00:00:00,2012,2,April,4,1,Sun,7
2012-04-02 00:00:00,2012,2,April,4,2,Mon,1
2012-04-03 00:00:00,2012,2,April,4,3,Tue,2
2012-04-04 00:00:00,2012,2,April,4,4,Wed,3
2012-04-05 00:00:00,2012,2,April,4,5,Thu,4
2012-04-06 00:00:00,2012,2,April,4,6,Fri,5
2012-04-07 00:00:00,2012,2,April,4,7,Sat,6
2012-04-08 00:00:00,2012,2,April,4,8,Sun,7
2012-04-09 00:00:00,2012,2,April,4,9,Mon,1
2012-04-10 00:00:00,2012,2,April,4,10,Tue,2
2012-04-11 00:00:00,2012,2,April,4,11,Wed,3
2012-04-12 00:00:00,2012,2,April,4,12,Thu,4
2012-04-13 00:00:00,2012,2,April,4,13,Fri,5
2012-04-14 00:00:00,2012,2,April,4,14,Sat,6
2012-04-15 00:00:00,2012,2,April,4,15,Sun,7
2012-04-16 00:00:00,2012,2,April,4,16,Mon,1
2012-04-17 00:00:00,2012,2,April,4,17,Tue,2
2012-04-18 00:00:00,2012,2,April,4,18,Wed,3
2012-04-19 00:00:00,2012,2,April,4,19,Thu,4
2012-04-20 00:00:00,2012,2,April,4,20,Fri,5
2012-04-21 00:00:00,2012,2,April,4,21,Sat,6
2012-04-22 00:00:00,2012,2,April,4,22,Sun,7
2012-04-23 00:00:00,2012,2,April,4,23,Mon,1
2012-04-24 00:00:00,2012,2,April,4,24,Tue,2
2012-04-25 00:00:00,2012,2,April,4,25,Wed,3
2012-04-26 00:00:00,2012,2,April,4,26,Thu,4
2012-04-27 00:00:00,2012,2,April,4,27,Fri,5
2012-04-28 00:00:00,2012,2,April,4,28,Sat,6
2012-04-29 00:00:00,2012,2,April,4,29,Sun,7
2012-04-30 00:00:00,2012,2,April,4,30,Mon,1
2012-05-01 00:00:00,2012,2,May,5,1,Tue,2
2012-05-02 00:00:00,2012,2,May,5,2,Wed,3
2012-05-03 00:00:00,2012,2,May,5,3,Thu,4
2012-05-04 00:00:00,2012,2,May,5,4,Fri,5
2012-05-05 00:00:00,2012,2,May,5,5,Sat,6
2012-05-06 00:00:00,2012,2,May,5,6,Sun,7
2012-05-07 00:00:00,2012,2,May,5,7,Mon,1
2012-05-08 00:00:00,2012,2,May,5,8,Tue,2
2012-05-09 00:00:00,2012,2,May,5,9,Wed,3
2012-05-10 00:00:00,2012,2,May,5,10,Thu,4
2012-05-11 00:00:00,2012,2,May,5,11,Fri,5
2012-05-12 00:00:00,2012,2,May,5,12,Sat,6
2012-05-13 00:00:00,2012,2,May,5,13,Sun,7
2012-05-14 00:00:00,2012,2,May,5,14,Mon,1
2012-05-15 00:00:00,2012,2,May,5,15,Tue,2
2012-05-16 00:00:00,2012,2,May,5,16,Wed,3
2012-05-17 00:00:00,2012,2,May,5,17,Thu,4
2012-05-18 00:00:00,2012,2,May,5,18,Fri,5
2012-05-19 00:00:00,2012,2,May,5,19,Sat,6
2012-05-20 00:00:00,2012,2,May,5,20,Sun,7
2012-05-21 00:00:00,2012,2,May,5,21,Mon,1
2012-05-22 00:00:00,2012,2,May,5,22,Tue,2
2012-05-23 00:00:00,2012,2,May,5,23,Wed,3
2012-05-24 00:00:00,2012,2,May,5,24,Thu,4
2012-05-25 00:00:00,2012,2,May,5,25,Fri,5
2012-05-26 00:00:00,2012,2,May,5,26,Sat,6
2012-05-27 00:00:00,2012,2,May,5,27,Sun,7
2012-05-28 00:00:00,2012,2,May,5,28,Mon,1
2012-05-29 00:00:00,2012,2,May,5,29,Tue,2
2012-05-30 00:00:00,2012,2,May,5,30,Wed,3
2012-05-31 00:00:00,2012,2,May,5,31,Thu,4
2012-06-01 00:00:00,2012,2,June,6,1,Fri,5
2012-06-02 00:00:00,2012,2,June,6,2,Sat,6
2012-06-03 00:00:00,2012,2,June,6,3,Sun,7
2012-06-04 00:00:00,2012,2,June,6,4,Mon,1
2012-06-05 00:00:00,2012,2,June,6,5,Tue,2
2012-06-06 00:00:00,2012,2,June,6,6,Wed,3
2012-06-07 00:00:00,2012,2,June,6,7,Thu,4
2012-06-08 00:00:00,2012,2,June,6,8,Fri,5
2012-06-09 00:00:00,2012,2,June,6,9,Sat,6
2012-06-10 00:00:00,2012,2,June,6,10,Sun,7
2012-06-11 00:00:00,2012,2,June,6,11,Mon,1
2012-06-12 00:00:00,2012,2,June,6,12,Tue,2
2012-06-13 00:00:00,2012,2,June,6,13,Wed,3
2012-06-14 00:00:00,2012,2,June,6,14,Thu,4
2012-06-15 00:00:00,2012,2,June,6,15,Fri,5
2012-06-16 00:00:00,2012,2,June,6,16,Sat,6
2012-06-17 00:00:00,2012,2,June,6,17,Sun,7
2012-06-18 00:00:00,2012,2,June,6,18,Mon,1
2012-06-19 00:00:00,2012,2,June,6,19,Tue,2
2012-06-20 00:00:00,2012,2,June,6,20,Wed,3
2012-06-21 00:00:00,2012,2,June,6,21,Thu,4
2012-06-22 00:00:00,2012,2,June,6,22,Fri,5
2012-06-23 00:00:00,2012,2,June,6,23,Sat,6
2012-06-24 00:00:00,2012,2,June,6,24,Sun,7
2012-06-25 00:00:00,2012,2,June,6,25,Mon,1
2012-06-26 00:00:00,2012,2,June,6,26,Tue,2
2012-06-27 00:00:00,2012,2,June,6,27,Wed,3
2012-06-28 00:00:00,2012,2,June,6,28,Thu,4
2012-06-29 00:00:00,2012,2,June,6,29,Fri,5
2012-06-30 00:00:00,2012,2,June,6,30,Sat,6
2012-07-01 00:00:00,2012,3,July,7,1,Sun,7
2012-07-02 00:00:00,2012,3,July,7,2,Mon,1
2012-07-03 00:00:00,2012,3,July,7,3,Tue,2
2012-07-04 00:00:00,2012,3,July,7,4,Wed,3
2012-07-05 00:00:00,2012,3,July,7,5,Thu,4
2012-07-06 00:00:00,2012,3,July,7,6,Fri,5
2012-07-07 00:00:00,2012,3,July,7,7,Sat,6
2012-07-08 00:00:00,2012,3,July,7,8,Sun,7
2012-07-09 00:00:00,2012,3,July,7,9,Mon,1
2012-07-10 00:00:00,2012,3,July,7,10,Tue,2
2012-07-11 00:00:00,2012,3,July,7,11,Wed,3
2012-07-12 00:00:00,2012,3,July,7,12,Thu,4
2012-07-13 00:00:00,2012,3,July,7,13,Fri,5
2012-07-14 00:00:00,2012,3,July,7,14,Sat,6
2012-07-15 00:00:00,2012,3,July,7,15,Sun,7
2012-07-16 00:00:00,2012,3,July,7,16,Mon,1
2012-07-17 00:00:00,2012,3,July,7,17,Tue,2
2012-07-18 00:00:00,2012,3,July,7,18,Wed,3
